id,y_true,y_pred,absolute_error
1738074102.5342,150.0,148.98348937882523,1.016510621174774
1738074110.569894,181.0,174.16595788399368,6.834042116006316
1738074118.609531,264.0,244.30072899532888,19.699271004671118
1738074126.632613,306.0,249.1507407188866,56.849259281113405
1738074134.843237,192.0,216.21577209994737,24.215772099947372
1738074142.87545,59.0,69.4757150737422,10.475715073742194
1738074150.93317,185.0,158.36452405128574,26.63547594871426
1738074158.996014,252.0,166.8224015018536,85.17759849814641
1738074167.056317,310.0,254.21618464810825,55.78381535189175
1738074175.088936,103.0,141.6961149420415,38.696114942041504
1738074183.160775,110.0,163.0157804598917,53.01578045989169
1738074191.217941,55.0,81.79851556715472,26.798515567154723
1738074199.273288,59.0,134.18536033536822,75.18536033536822
1738074207.308058,115.0,138.35423107449964,23.354231074499637
1738074215.33907,185.0,145.42886478164903,39.571135218350975
1738074223.37855,225.0,223.08013577465823,1.9198642253417688
1738074231.462288,120.0,162.60032245893692,42.600322458936915
1738074239.533111,187.0,140.41873717359746,46.581262826402536
1738074247.5872,128.0,98.72418096807094,29.27581903192906
1738074255.636873,96.0,114.24418653449655,18.24418653449655
1738074263.686951,161.0,187.8754912248215,26.875491224821502
1738074271.73964,155.0,222.48361014848808,67.48361014848808
1738074279.779663,243.0,274.87138877845035,31.871388778450353
1738074287.810777,84.0,92.86437134294496,8.864371342944963
1738074295.860136,70.0,59.373708463489805,10.626291536510195
1738074303.920432,90.0,136.93198963427244,46.93198963427244
1738074311.98236,51.0,75.16727585048733,24.16727585048733
1738074320.030516,95.0,146.27173897170897,51.27173897170897
1738074328.087447,96.0,114.24418653449655,18.24418653449655
1738074336.135608,61.0,145.627557515996,84.62755751599599
1738074344.185514,181.0,174.16595788399368,6.834042116006316
1738074352.236583,201.0,91.37235292749102,109.62764707250898
1738074360.337613,113.0,157.03329164468582,44.03329164468582
1738074368.395961,40.0,136.2340653108199,96.23406531081989
1738074376.462786,57.0,53.44714914894786,3.552850851052142
1738074384.512748,91.0,153.63331639514493,62.63331639514493
1738074392.584149,52.0,61.1286680946513,9.128668094651303
1738074400.61478,98.0,79.93929115905644,18.060708840943562
1738074408.644444,137.0,97.12927989718484,39.870720102815156
1738074416.693778,113.0,91.0061622716949,21.993837728305095
1738074424.77806,91.0,153.63331639514493,62.63331639514493
1738074432.835958,232.0,230.14173331652196,1.8582666834780355
1738074440.905906,200.0,151.24730648245344,48.75269351754656
1738074448.948303,115.0,138.35423107449964,23.354231074499637
1738074456.969048,92.0,77.82913280746159,14.17086719253841
1738074464.988914,65.0,53.72923884480225,11.270761155197746
1738074473.016197,259.0,158.27435685146014,100.72564314853986
1738074481.037381,75.0,73.14153913173813,1.8584608682618722
1738074489.055575,246.0,152.79406586257076,93.20593413742924
1738074497.076561,277.0,254.06106202466918,22.938937975330816
1738074505.096062,232.0,230.14173331652196,1.8582666834780355
1738074513.122818,297.0,207.99720922269023,89.00279077730977
1738074521.157752,150.0,203.0562833697471,53.05628336974709
1738074529.185182,94.0,158.3490236300328,64.3490236300328
1738074537.205021,135.0,103.56520878091511,31.434791219084886
1738074545.227483,259.0,158.27435685146014,100.72564314853986
1738074553.248126,198.0,157.92323491051735,40.07676508948265
1738074561.276696,220.0,198.3657597782563,21.63424022174371
1738074569.345968,220.0,166.5571261240656,53.442873875934396
1738074577.39974,152.0,112.11066290507223,39.88933709492777
1738074585.427894,242.0,171.26952877957942,70.73047122042058
1738074593.492449,258.0,234.58534354544747,23.414656454552528
1738074601.542543,131.0,157.01425963883105,26.01425963883105
1738074609.592681,214.0,133.615306319189,80.38469368081101
1738074617.63672,143.0,66.57393755401368,76.42606244598632
1738074625.703561,85.0,58.37882693745455,26.621173062545452
1738074633.748564,200.0,156.57687377662785,43.42312622337215
1738074641.783905,137.0,97.12927989718484,39.870720102815156
1738074649.83689,236.0,230.5772242337341,5.422775766265886
1738074657.899766,270.0,236.71124237224717,33.28875762775283
1738074665.97168,137.0,197.4742725361748,60.474272536174794
1738074674.031576,310.0,258.030719810275,51.969280189725
1738074682.074723,235.0,169.59506426542373,65.40493573457627
1738074690.129507,219.0,140.022576097366,78.977423902634
1738074698.174514,113.0,91.0061622716949,21.993837728305095
1738074706.234838,265.0,207.92152620299922,57.07847379700078
1738074714.290133,232.0,230.14173331652196,1.8582666834780355
1738074722.357319,71.0,121.34323817635367,50.343238176353665
1738074730.432167,288.0,209.09168695805238,78.90831304194762
1738074738.486545,87.0,89.95910251657962,2.9591025165796196
1738074746.536633,160.0,114.83926457785543,45.16073542214457
1738074754.618951,152.0,220.20374610563522,68.20374610563522
1738074762.65986,190.0,173.25293019933895,16.747069800661052
1738074770.695871,148.0,132.175618882606,15.824381117394012
1738074778.71615,151.0,165.84427759702953,14.844277597029532
1738074786.73602,302.0,150.64745096956335,151.35254903043665
1738074794.763705,60.0,117.99524599044125,57.99524599044125
1738074802.785662,95.0,152.75921551728555,57.759215517285554
1738074810.818969,91.0,180.67218665367162,89.67218665367162
1738074818.875788,52.0,63.272209632486906,11.272209632486906
1738074826.896933,275.0,251.35787504309374,23.642124956906258
1738074834.928196,145.0,123.28822726210797,21.711772737892034
1738074843.002129,49.0,85.80059763704412,36.80059763704412
1738074851.030499,110.0,163.0157804598917,53.01578045989169
1738074859.051446,75.0,73.14153913173813,1.8584608682618722
1738074867.182535,147.0,174.89153227991525,27.891532279915253
1738074875.205323,172.0,148.49368341882766,23.506316581172342
1738074883.284818,179.0,165.3850697733167,13.614930226683299
1738074891.319579,91.0,91.203790265923,0.2037902659230042
1738074899.345285,78.0,120.6655623118198,42.6655623118198
1738074907.41213,257.0,190.66264878136707,66.33735121863293
